,Name,Weapon Type,Archetype,Rarity,Optimal TTK,Bodyshot TTK,Usage,Impact,Range,Stability,Handling,Reload Speed,Rounds Per Minute,Magazine,Aim Assistance,Zoom,Recoil Direction,Blast Radius,Velocity,Charge Time,Accuracy,Draw Time,Swing Speed,Efficiency,Defense,Ammo Capacity,Perk 1 Init,Perk 1 Rolls Hash,Perk 1 Rolls,Perk 1 is Intrinsic,Perk 2 Init,Perk 2 Rolls Hash,Perk 2 Rolls,Perk 2 is Intrinsic,Perk 3 Init,Perk 3 Rolls Hash,Perk 3 Rolls,Perk 3 is Intrinsic,Perk 4 Init,Perk 4 Rolls Hash,Perk 4 Rolls,Perk 4 is Intrinsic
355,Point of the Stag,Combat Bow,Precision Frame,Legendary,1.37,1.37,,76.0,,46.0,60.0,46.0,,,72.0,18.0,77.0,,,60.0,78.0,684.0,,,,,Elastic String,,,True,Natural Fletching,,,True,No Distractions,,,True,Vorpal Weapon,,,True
356,Song of Justice VI,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,73.0,26.0,36.0,39.0,150.0,12.0,39.0,21.0,75.0,,,,,,,,,,SC Holo,,,True,Armor-Piercing Rounds,,,True,Auto-Loading Holster,,,True,Kinetic Damage Mod,,,False
357,Omniscient Eye,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,0.223,55.0,43.0,42.0,73.0,61.0,140.0,5.0,72.0,40.0,55.0,,,,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Steady Rounds,22229563.0,"['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,,2261664623.0,"['Genesis', 'Mulligan', 'Outlaw', 'No Distractions']",False,,1178307377.0,"['Dragonfly', 'Multikill Clip', 'Snapshot Sights', 'Rampage']",False
358,Good Counsel IX,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,68.0,29.0,37.0,37.0,150.0,13.0,29.0,21.0,73.0,,,,,,,,,,SD Thermal,,,True,Armor-Piercing Rounds,,,True,Hip-Fire Grip,,,True,Kinetic Damage Mod,,,False
359,Baligant XU7743,Shotgun,Aggressive Frame,Legendary,0.0,1.1,,80.0,28.0,29.0,30.0,37.0,55.0,5.0,28.0,12.0,72.0,,,,,,,,,,Full Choke,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Steady Rounds,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Air Assault,306839830.0,"['Air Assault', 'Slideshot', 'Threat Detector', 'Field Prep', 'Full Auto Trigger System', 'Pulse Monitor']",False,,2817180726.0,"['Rampage', 'Outlaw', 'Snapshot Sights', 'Moving Target', 'Auto-Loading Holster']",False
360,The Cut and Run,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,68.0,36.0,34.0,37.0,150.0,13.0,37.0,21.0,80.0,,,,,,,,,,,3688480259.0,"['Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']",False,Ricochet Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Rampage,450340618.0,"['Hip-Fire Grip', 'Outlaw', 'Auto-Loading Holster', 'Full Auto Trigger System', 'Moving Target', 'Opening Shot']",False,,3444920308.0,"['Dragonfly', 'Genesis', 'Firmly Planted', 'Triple Tap', 'Zen Moment', 'Rampage']",False
361,Night Watch,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,,60.0,43.0,42.0,68.0,62.0,200.0,16.0,69.0,20.0,57.0,,,,,,,,,,Corkscrew Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Extended Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Overflow,965532278.0,"['Subsistence', 'Outlaw', 'Rapid Hit', 'Snapshot Sights', 'Threat Detector']",False,Explosive Payload,3775016738.0,"['Explosive Payload', 'Rampage', 'Moving Target', 'Demolitionist', 'Multikill Clip']",False
362,Double-Edged Answer,Sword,Adaptive Frame,Legendary,0.0,0.0,,59.0,64.0,,,,,40.0,,0.0,,,,,,,55.0,46.0,46.0,58.0,Hungry Edge,,,True,Enduring Guard,,,True,Relentless Strikes,,,True,Void Damage Mod,,,False
363,Randy's Throwing Knife,Scout Rifle,Rapid-Fire Frame,Legendary,0.93,1.4,1.67,45.0,31.0,45.0,28.0,35.0,260.0,17.0,63.0,20.0,59.0,,,,,,,,,,Fluted Barrel,,,True,Extended Mag,,,True,Rapid Hit,,,True,Zen Moment,,,True
364,The Marine,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,44.0,53.0,46.0,48.0,390.0,37.0,58.0,17.0,63.0,,,,,,,,,,Hitmark IS,,,True,Steady Rounds,,,True,Headseeker,,,True,Kinetic Damage Mod,,,False
365,The Old Fashioned,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,0.286,84.0,44.0,55.0,50.0,49.0,140.0,9.0,65.0,14.0,95.0,,,,,,,,,,,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,,392931619.0,"['Slideshot', 'Firmly Planted', 'Quickdraw', 'Demolitionist', 'Feeding Frenzy', 'Pulse Monitor']",False,,2547236581.0,"['Kill Clip', 'Moving Target', 'Snapshot Sights', 'Surrounded', 'Hip-Fire Grip', 'Explosive Payload']",False
366,Copperhead-4sn,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,32.0,46.0,73.0,64.0,140.0,5.0,70.0,45.0,60.0,,,,,,,,,,Full Bore,,,True,Tactical Mag,,,True,Firmly Planted,,,True,Solar Damage Mod,,,False
367,Last Hope,Sidearm,Omolon Adaptive Frame,Legendary,0.5,1.1,0.465,75.0,41.0,82.0,55.0,37.0,491.0,27.0,70.0,12.0,93.0,,,,,,,,,,,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,,1387350002.0,"['Field Prep', 'Grave Robber', 'Feeding Frenzy', 'Quickdraw', 'Firmly Planted', 'Rangefinder']",False,,1356245902.0,"['Zen Moment', 'Multikill Clip', 'Tap the Trigger', 'Dragonfly', 'Rampage', 'Hip-Fire Grip']",False
368,Deadpan Delivery,Shotgun,Aggressive Frame,Legendary,0.0,1.1,,80.0,27.0,31.0,33.0,37.0,55.0,5.0,31.0,12.0,65.0,,,,,,,,,,Barrel Shroud,,,True,Flared Magwell,,,True,Pulse Monitor,,,True,Arc Damage Mod,,,False
369,Veleda-D,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,,90.0,78.0,24.0,26.0,33.0,72.0,3.0,49.0,43.0,60.0,,,,,,,,,,ATD Raptor,,,True,Ricochet Rounds,,,True,Quickdraw,,,True,Arc Damage Mod,,,False
370,Love and Death,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,29.0,26.0,32.0,150.0,5.0,29.0,13.0,50.0,15.0,55.0,,,,,,,,,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Proximity Grenades,1820431466.0,"['Thermoplastic Grenades', 'Proximity Grenades', 'Spike Grenades', 'Alloy Casing', 'Augmented Drum', 'High-Explosive Ordnance', 'High-Velocity Rounds', 'Mini Frags']",False,Rangefinder,4078731070.0,"['Pulse Monitor', 'Moving Target', 'Genesis', 'Threat Detector', 'Rangefinder', 'Field Prep']",False,Rampage,3216679706.0,"['Quickdraw', 'Full Court', 'Kill Clip', 'Ambitious Assassin']",False
371,Sins of the Past,Rocket Launcher,High-Impact Frame,Legendary,0.0,0.0,,,,63.0,70.0,42.0,15.0,1.0,74.0,20.0,57.0,95.0,50.0,,,,,,,,Confined Launch,,,True,Cluster Bomb,,,True,Auto-Loading Holster,,,True,Arc Damage Mod,,,False
372,The Militia's Birthright,Grenade Launcher,Lightweight Frame,Legendary,0.0,1.9,,,,31.0,72.0,67.0,90.0,1.0,75.0,13.0,62.0,55.0,75.0,,,,,,,,Countermass,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Blinding Grenades,1811092515.0,"['Blinding Grenades', 'Proximity Grenades', 'Spike Grenades', 'High-Velocity Rounds', 'Implosion Rounds', 'Concussion Grenades']",False,Genesis,4158630339.0,"['Genesis', 'Ambitious Assassin', 'Grave Robber', 'Quickdraw']",False,Threat Detector,3944425087.0,"['Rangefinder', 'Auto-Loading Holster', 'Snapshot Sights', 'Moving Target']",False
373,Sleepless,Rocket Launcher,High-Impact Frame,Legendary,0.0,0.0,,,,62.0,69.0,40.0,15.0,1.0,72.0,20.0,58.0,95.0,46.0,,,,,,,,Volatile Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Impact Casing,929622943.0,"['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']",False,Quickdraw,4282294665.0,"['Kill Clip', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights']",False,Tracking Module,1258463072.0,"['Cluster Bomb', 'Moving Target', 'Genesis', 'Quickdraw']",False
374,Stryker's Sure-Hand,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,50.0,,0.0,,,,,,,46.0,55.0,46.0,60.0,Tempered Edge,4067575027.0,"['Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge']",False,Balanced Guard,1121748741.0,"['Balanced Guard', 'Burst Guard', 'Enduring Guard', 'Heavy Guard', ""Swordmaster's Guard""]",False,Assassin's Blade,2364871348.0,"['Tireless Blade', 'Relentless Strikes', ""Assassin's Blade""]",False,Surrounded,862267358.0,"['En Garde', 'Surrounded', 'Whirlwind Blade']",False
375,Long Shadow,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,50.0,48.0,46.0,46.0,90.0,4.0,59.0,40.0,47.0,,,,,,,,,,,3536067096.0,"['ATB Long Range', 'ATD Raptor', 'ATA Scout', 'ATC Rex']",False,,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,,564672413.0,"['Hip-Fire Grip', 'Firmly Planted', 'Snapshot Sights', 'Rapid Hit', 'Threat Detector', 'Field Prep']",False,,2517424397.0,"['Triple Tap', 'Ambitious Assassin', 'Explosive Payload', 'Rampage', 'Outlaw', 'Moving Target']",False
376,Pentatonic-48,Rocket Launcher,Adaptive Frame,Legendary,0.0,0.0,,,,46.0,47.0,48.0,20.0,1.0,58.0,20.0,72.0,75.0,58.0,,,,,,,,Quick Launch,,,True,High-Velocity Rounds,,,True,Kill Clip,,,True,Arc Damage Mod,,,False
377,Morrigan-D,Rocket Launcher,Häkke Precision Frame,Legendary,0.0,0.0,,,,46.0,40.0,36.0,15.0,1.0,39.0,20.0,76.0,65.0,63.0,,,,,,,,Confined Launch,,,True,Alloy Casing,,,True,Snapshot Sights,,,True,Arc Damage Mod,,,False
378,Solemn Hymn,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,53.0,40.0,55.0,46.0,600.0,44.0,58.0,16.0,60.0,,,,,,,,,,SLO-21 Post,,,True,Accurized Rounds,,,True,Grave Robber,,,True,Void Damage Mod,,,False
379,Dead Man Walking XX7463,Sidearm,SUROS Rapid-Fire,Legendary,0.67,0.93,,35.0,29.0,60.0,54.0,41.0,450.0,15.0,56.0,12.0,98.0,,,,,,,,,,Shortspec SAS,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,Extended Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Under Pressure,2928268218.0,"['Moving Target', 'Quickdraw', 'Threat Detector', 'Under Pressure', 'Outlaw']",False,,746661262.0,"['Kill Clip', 'Rampage', 'Rangefinder', 'Grave Robber', 'Zen Moment', 'Opening Shot']",False
380,Scathelocke,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,50.0,45.0,66.0,59.0,600.0,42.0,65.0,16.0,60.0,,,,,,,,,,IS 5 Circle,,,True,High-Caliber Rounds,,,True,Under Pressure,,,True,Kinetic Damage Mod,,,False
381,Zenobia-D,Rocket Launcher,Häkke Precision Frame,Legendary,0.0,0.0,,,,47.0,45.0,28.0,15.0,1.0,61.0,20.0,45.0,65.0,61.0,,,,,,,,Volatile Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,High-Velocity Rounds,929622943.0,"['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']",False,Quickdraw,1160097391.0,"['Rangefinder', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights']",False,,3110883642.0,"['Cluster Bomb', 'Quickdraw', 'Ambitious Assassin', 'Kill Clip']",False
382,Galliard-42,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,42.0,50.0,56.0,47.0,600.0,44.0,60.0,16.0,70.0,,,,,,,,,,SLO-12 Post,,,True,Ricochet Rounds,,,True,Rampage,,,True,Void Damage Mod,,,False
383,Jiangshi AR4,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,55.0,50.0,52.0,52.0,450.0,33.0,40.0,16.0,60.0,,,,,,,,,,Spark PS,,,True,Alloy Magazine,,,True,Hip-Fire Grip,,,True,Solar Damage Mod,,,False
384,Transfiguration,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,77.0,30.0,36.0,32.0,150.0,14.0,29.0,21.0,78.0,,,,,,,,,,Fluted Barrel,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Light Mag,924751432.0,"['Accurized Rounds', 'Drop Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine']",False,Outlaw,1121427820.0,"['Triple Tap', 'Auto-Loading Holster', 'Zen Moment', 'Rampage']",False,Explosive Payload,4149364454.0,"['Kill Clip', 'Ambitious Assassin', 'Opening Shot', 'Moving Target']",False
385,The Dream,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,71.0,31.0,32.0,39.0,150.0,14.0,33.0,21.0,77.0,,,,,,,,,,Red Dot 2 MOA,,,True,Armor-Piercing Rounds,,,True,Snapshot Sights,,,True,Kinetic Damage Mod,,,False
386,Horror Story,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,61.0,46.0,43.0,47.0,450.0,32.0,35.0,16.0,73.0,,,,,,,,,,Red Dot Micro,,,True,Flared Magwell,,,True,Zen Moment,,,True,Rampage,,,True
387,Minuet-42,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,48.0,50.0,42.0,50.0,140.0,10.0,65.0,14.0,90.0,,,,,,,,,,SteadyHand HCS,,,True,Drop Mag,,,True,Opening Shot,,,True,Solar Damage Mod,,,False
388,A Swift Verdict,Sidearm,Precision Frame,Legendary,0.7,0.93,,51.0,57.0,46.0,43.0,32.0,260.0,12.0,85.0,12.0,95.0,,,,,,,,,,Tactic SAS,,,True,Slideshot,,,True,Zen Moment,,,True,Void Damage Mod,,,False
389,Martyr's Retribution,Grenade Launcher,Wave Frame,Legendary,1.9,1.9,,,,32.0,68.0,67.0,90.0,1.0,72.0,13.0,75.0,55.0,76.0,,,,,,,,,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,,3575238426.0,"['High-Velocity Rounds', 'Implosion Rounds']",False,,721955615.0,"['Auto-Loading Holster', 'Field Prep', 'Threat Detector', 'Genesis', 'Underdog']",False,,3910071009.0,"['Elemental Capacitor', 'Moving Target', 'Rangefinder', 'Demolitionist', 'Lead from Gold']",False
390,Blast Furnace,Pulse Rifle,Aggressive Burst,Legendary,0.73,1.6,0.561,35.0,81.0,68.0,32.0,42.0,450.0,39.0,42.0,18.0,65.0,,,,,,,,,,Meyrin RDL,2297841689.0,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL', 'Satou Focus Lens', 'Satou Precision Lens']",False,Tactical Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Outlaw,1114131386.0,"['Outlaw', 'Feeding Frenzy', 'Zen Moment', 'Air Assault', 'Quickdraw', 'Snapshot Sights']",False,Headseeker,4001620672.0,"['Headseeker', 'Kill Clip', 'Rampage', 'High-Impact Reserves', 'Ambitious Assassin', 'Slideshot']",False
391,The Number,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,55.0,46.0,42.0,42.0,450.0,33.0,44.0,16.0,70.0,,,,,,,,,,Candle PS,,,True,Extended Mag,,,True,High-Impact Reserves,,,True,Arc Damage Mod,,,False
392,Imset HC4,Hand Cannon,Lightweight Frame,Legendary,0.8,1.6,,80.0,37.0,46.0,71.0,64.0,150.0,13.0,76.0,14.0,80.0,,,,,,,,,,TrueSight HCS,,,True,Flared Magwell,,,True,Dragonfly,,,True,Arc Damage Mod,,,False
393,Emperor's Courtesy,Shotgun,Lightweight Frame,Legendary,0.0,0.77,,65.0,53.0,48.0,73.0,64.0,80.0,6.0,50.0,12.0,60.0,,,,,,,,,,Rifled Barrel,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Accurized Rounds,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Grave Robber,3337833717.0,"['Grave Robber', 'Quickdraw', 'Snapshot Sights', 'Pulse Monitor', 'Threat Detector', 'Field Prep']",False,One-Two Punch,1511682721.0,"['Swashbuckler', 'Surrounded', 'Rampage', 'Slideshot', 'Underdog', 'Opening Shot']",False
394,Night Terror,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,48.0,,0.0,,,,,,,46.0,55.0,57.0,60.0,,4067575027.0,"['Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge']",False,Enduring Guard,1121748741.0,"['Balanced Guard', 'Burst Guard', 'Enduring Guard', 'Heavy Guard', ""Swordmaster's Guard""]",False,Assassin's Blade,1265033934.0,"['Relentless Strikes', 'Tireless Blade']",False,,502433386.0,"['Whirlwind Blade', 'En Garde', ""Assassin's Blade""]",False
395,IKELOS_HC_v1.0.1,Hand Cannon,Precision Frame,Legendary,1.0,1.67,,78.0,39.0,60.0,40.0,40.0,180.0,9.0,75.0,14.0,91.0,,,,,,,,,,Corkscrew Rifling,,,True,Seraph Rounds,,,True,Rampage,,,True,Void Damage Mod,,,False
396,I Am Alive,Grenade Launcher,Adaptive Frame,Legendary,0.0,0.5,,,,53.0,51.0,46.0,120.0,7.0,67.0,13.0,74.0,30.0,41.0,,,,,,,,Confined Launch,,,True,Moving Target,,,True,Auto-Loading Holster,,,True,Void Damage Mod,,,False
397,Royal Dispensation II,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,43.0,54.0,63.0,54.0,900.0,33.0,45.0,13.0,90.0,,,,,,,,,,SLO-21 Post,,,True,High-Caliber Rounds,,,True,Grave Robber,,,True,Arc Damage Mod,,,False
398,The Guiding Sight,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,68.0,32.0,34.0,42.0,150.0,13.0,30.0,21.0,75.0,,,,,,,,,,Cleanshot IS,,,True,Tactical Mag,,,True,Pulse Monitor,,,True,Kinetic Damage Mod,,,False
399,Man o' War,Linear Fusion Rifle,Precision Frame,Legendary,0.53,1.07,,41.0,55.0,47.0,30.0,28.0,,5.0,61.0,25.0,60.0,,,533.0,,,,,,,Fluted Barrel,,,True,Projection Fuse,,,True,Moving Target,,,True,Solar Damage Mod,,,False
400,Oxygen SR3,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,50.0,50.0,47.0,50.0,180.0,16.0,67.0,20.0,60.0,,,,,,,,,,Polygonal Rifling,,,True,Accurized Rounds,,,True,Dragonfly,,,True,Meganeura,,,True
401,Conspirator,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,,60.0,43.0,45.0,68.0,60.0,200.0,16.0,71.0,20.0,55.0,,,,,,,,,,Smallbore,,,True,Full Auto Trigger System,,,True,Dragonfly,,,True,Solar Damage Mod,,,False
402,Medley-45,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,54.0,47.0,52.0,41.0,600.0,45.0,62.0,16.0,73.0,,,,,,,,,,SLO-10 Post,,,True,Flared Magwell,,,True,Firmly Planted,,,True,Solar Damage Mod,,,False
403,The Deicide,Shotgun,Rapid-Fire Frame,Legendary,0.0,0.43,,65.0,34.0,34.0,44.0,67.0,140.0,7.0,64.0,12.0,62.0,,,,,,,,,,Full Choke,,,True,Steady Rounds,,,True,Moving Target,,,True,Void Damage Mod,,,False
404,Wrong Side of Right,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,64.0,28.0,28.0,32.0,150.0,13.0,39.0,21.0,70.0,,,,,,,,,,,3688480259.0,"['Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']",False,,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Outlaw,450340618.0,"['Hip-Fire Grip', 'Outlaw', 'Auto-Loading Holster', 'Full Auto Trigger System', 'Moving Target', 'Opening Shot']",False,,4070601808.0,"['Explosive Payload', 'Threat Detector', 'Firmly Planted', 'Triple Tap', 'Zen Moment', 'Rampage']",False
405,Motion to Suppress,Submachine Gun,Lightweight Frame,Legendary,0.67,0.67,,15.0,41.0,53.0,72.0,38.0,900.0,31.0,58.0,13.0,98.0,,,,,,,,,,Swap Mag,,,True,Slideways,,,True,Zen Moment,,,True,Kinetic Damage Mod,,,False
406,Loud Lullaby,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,,92.0,58.0,25.0,32.0,31.0,110.0,8.0,60.0,14.0,98.0,,,,,,,,,,Hammer-Forged Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,,3049144438.0,"['Grave Robber', 'Threat Detector', 'Under Pressure', 'Outlaw', 'Subsistence', 'Field Prep']",False,,1958639042.0,"['Explosive Payload', 'Opening Shot', ""Fourth Time's the Charm"", 'Demolitionist', 'Multikill Clip', 'Rampage']",False
407,Mob Justice,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,46.0,44.0,59.0,55.0,900.0,34.0,47.0,13.0,80.0,,,,,,,,,,Fluted Barrel,,,True,Pulse Monitor,,,True,Moving Target,,,True,Solar Damage Mod,,,False
408,Sol Pariah 6,Submachine Gun,Lightweight Frame,Legendary,0.67,0.67,,15.0,38.0,53.0,61.0,36.0,900.0,37.0,50.0,13.0,89.0,,,,,,,,,,Arrowhead Brake,,,True,Flared Magwell,,,True,Grave Robber,,,True,Arc Damage Mod,,,False
409,The Conqueror 2,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,47.0,52.0,56.0,60.0,900.0,34.0,50.0,13.0,94.0,,,,,,,,,,Hammer-Forged Rifling,,,True,Steady Rounds,,,True,Kill Clip,,,True,Kinetic Damage Mod,,,False
410,Kibou AR3,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,66.0,49.0,46.0,48.0,450.0,31.0,45.0,16.0,80.0,,,,,,,,,,Candle PS,,,True,Armor-Piercing Rounds,,,True,Dragonfly,,,True,Arc Damage Mod,,,False
411,The Mountaintop,Grenade Launcher,Lightweight Frame,Legendary,0.0,1.9,0.767,,,31.0,72.0,67.0,90.0,1.0,75.0,13.0,62.0,55.0,78.0,,,,,,,,Hard Launch,,,True,Spike Grenades,,,True,Rangefinder,,,True,Micro-Missile,,,True
412,Prophet of Doom,Shotgun,Precision Frame,Legendary,0.0,0.93,0.198,70.0,70.0,52.0,42.0,52.0,65.0,5.0,73.0,12.0,77.0,,,,,,,,,,,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,,2652546331.0,"['Full Auto Trigger System', 'Slideways', 'Feeding Frenzy', 'Genesis']",False,,3624182253.0,"['One-Two Punch', 'Opening Shot', 'Rampage', 'Shield Disorient']",False
413,The Button,Rocket Launcher,Adaptive Frame,Legendary,0.0,0.0,,,,44.0,44.0,46.0,20.0,1.0,62.0,20.0,75.0,75.0,57.0,,,,,,,,Countermass,,,True,High-Explosive Ordnance,,,True,Quickdraw,,,True,Solar Damage Mod,,,False
414,Pit Launcher,Rocket Launcher,Aggressive Frame,Legendary,0.0,0.0,,,,32.0,25.0,62.0,25.0,1.0,28.0,20.0,59.0,55.0,71.0,,,,,,,,Hard Launch,,,True,High-Explosive Ordnance,,,True,Snapshot Sights,,,True,Arc Damage Mod,,,False
